node,degree,strength,betweenness,eigenvector,cf_closeness,Kbar
port908,373.0,15324526.847704193,0.0,0.0004209129429297115,1.476028683495134e-08,136316.62156071758
port960,456.0,118127585.36580636,0.0,0.018757381017739765,1.4760286834957723e-08,136316.62156071758
port1265,369.0,15179711.05338842,0.0,0.00040638387160609965,1.476028683495134e-08,136316.62156071758
port1348,414.0,37314821.35473349,0.0007070649704679691,0.001059850286374087,1.4760286834955614e-08,136316.62156071758
port514,434.0,114875881.6368935,0.0020201856299084833,0.029346807790226838,1.4760286834957723e-08,136316.62156071758
port711,238.0,20512485.39254736,0.010100928149542415,0.0009457098120393463,1.4760286834953159e-08,136316.62156071758
port771,335.0,14799980.27574523,0.0,0.00033764752700890657,1.476028683495115e-08,136316.62156071758
port969,340.0,26307062.26588393,0.0,0.0008118008074310426,1.476028683495435e-08,136316.62156071758
port1406,424.0,72717499.41302995,0.002794590121373402,0.006516405324476125,1.4760286834957101e-08,136316.62156071758
port503,372.0,11262918.516155938,0.0,0.0005597648360530989,1.476028683494888e-08,136316.62156071758
port132,339.0,16596306.72840069,0.0,0.0005816044442288358,1.4760286834951906e-08,136316.62156071758
port254,312.0,22903833.180337947,0.0,0.0038690833631415482,1.4760286834953893e-08,136316.62156071758
port435,379.0,16498425.802736172,0.0,0.0007112152568065855,1.4760286834951948e-08,136316.62156071758
port518,437.0,44888290.14597684,0.0011447718569481404,0.003168240396756972,1.4760286834956181e-08,136316.62156071758
port1197,421.0,42307156.13566419,0.0,0.006010762616389432,1.4760286834956113e-08,136316.62156071758
port1062,429.0,33183887.75789947,0.0,0.0047002506732573305,1.4760286834955399e-08,136316.62156071758
port1164,364.0,8661568.65627512,0.0,0.0009183583521746686,1.4760286834946023e-08,136316.62156071758
port125,306.0,37970357.701946594,0.0,0.007348698903511431,1.476028683495582e-08,136316.62156071758
port1269,414.0,59951824.418574125,0.0,0.011216663789957261,1.4760286834956873e-08,136316.62156071758
port1360,349.0,11335142.574241737,0.0,0.0018974970601964261,1.4760286834949043e-08,136316.62156071758
port149,351.0,30449050.57112407,0.0,0.006525195825113511,1.476028683495521e-08,136316.62156071758
port458,336.0,68433900.6606456,0.0004713766469786461,0.03259138173082113,1.4760286834957028e-08,136316.62156071758
port523,274.0,14749927.218462646,0.0,0.0022939602409077315,1.476028683495134e-08,136316.62156071758
port1114,464.0,269522220.62403005,0.25988004640747714,0.012155276570929479,1.4760286834958113e-08,136316.62156071758
port118,421.0,24708836.094955467,0.0,0.000809166113742716,1.476028683495415e-08,136316.62156071758
port1216,384.0,29076206.119577732,0.0,0.0008307699659157559,1.4760286834954757e-08,136316.62156071758
port1225,258.0,7296837.14040318,0.0,0.00015528090734150804,1.4760286834943472e-08,136316.62156071758
port1396,396.0,28985217.157805447,0.0,0.0006771712119310021,1.4760286834954679e-08,136316.62156071758
port1424,375.0,15534148.28543028,0.0020201856299084833,0.000459329475167075,1.4760286834951474e-08,136316.62156071758
port168,434.0,59293124.93479942,0.0033838109300967094,0.0015222617409732192,1.4760286834956646e-08,136316.62156071758
port342,296.0,24154244.642482903,0.0,0.0007885442733766866,1.4760286834953978e-08,136316.62156071758
port343,387.0,23972951.320416614,0.0,0.0008102017483868082,1.476028683495399e-08,136316.62156071758
port57,470.0,292007721.3286065,0.21126091224767962,0.010605455014402179,1.4760286834958133e-08,136316.62156071758
port760,246.0,64795451.6394889,0.014595841176088791,0.002085297525191814,1.4760286834956768e-08,136316.62156071758
port985,433.0,43070296.60379914,0.0,0.0015716547112745456,1.4760286834956022e-08,136316.62156071758
port1081,393.0,31115237.317367263,0.0,0.0020875520350408156,1.4760286834955165e-08,136316.62156071758
port1341,342.0,24217189.77220088,0.0022727088336470438,0.0013777242600054992,1.4760286834954055e-08,136316.62156071758
port1342,376.0,77843855.07109903,0.0017508275459206853,0.00570424254049106,1.476028683495725e-08,136316.62156071758
port25,288.0,19579684.387436587,0.001969680989160771,0.0006220226636074468,1.4760286834952902e-08,136316.62156071758
port275,399.0,31077090.718425933,6.733952099694944e-05,0.0021147637729812545,1.4760286834954983e-08,136316.62156071758
port5,408.0,29971796.013655275,0.0,0.005823087034985303,1.4760286834955045e-08,136316.62156071758
port111,446.0,85448519.86573255,0.0020201856299084833,0.010644233723421128,1.4760286834957385e-08,136316.62156071758
port18,272.0,9540045.094022801,0.0,0.0002737451506556012,1.4760286834947059e-08,136316.62156071758
port744,455.0,87930390.55220562,0.00210436003115467,0.008578250505896164,1.4760286834957399e-08,136316.62156071758
port746,370.0,19839683.569484554,0.0,0.0023625808322917637,1.4760286834953182e-08,136316.62156071758
port776,451.0,60757098.721654214,0.0021211949114039075,0.0038474461618892134,1.4760286834956838e-08,136316.62156071758
port9,279.0,9777473.975296788,0.0,0.00029773208774969714,1.476028683494737e-08,136316.62156071758
port1065,460.0,183663707.9700554,0.031228702862335304,0.013411686301175419,1.4760286834958049e-08,136316.62156071758
port476,350.0,7853158.940695958,0.0,0.000472279429310132,1.476028683494464e-08,136316.62156071758
port278,360.0,21397392.728555534,0.0,0.0014153782490423,1.4760286834953493e-08,136316.62156071758
port1069,442.0,214292427.77760348,0.06590855617576427,0.03444490994891487,1.4760286834958094e-08,136316.62156071758
port1071,394.0,32232923.7029128,0.0,0.0039958199857575635,1.4760286834955236e-08,136316.62156071758
port1105,407.0,109333761.99180786,0.009158174855585123,0.036883567803970174,1.4760286834957672e-08,136316.62156071758
port1188,473.0,256225829.7746763,0.1504196550269358,0.054769942648537205,1.4760286834958208e-08,136316.62156071758
port1195,321.0,78424250.98570591,0.012289462581943272,0.015734872936561464,1.4760286834957227e-08,136316.62156071758
port1253,348.0,29997897.439653803,0.0,0.0028763043813996953,1.4760286834954997e-08,136316.62156071758
port1266,343.0,74261664.96071996,0.006649777698448757,0.01405621083205782,1.4760286834957172e-08,136316.62156071758
port1367,400.0,39752212.391803004,0.0,0.00556341362398162,1.4760286834955915e-08,136316.62156071758
port136,259.0,7563399.834408638,0.0,0.0015145084496897645,1.4760286834944225e-08,136316.62156071758
port1403,269.0,130535656.21803656,0.0,0.21611854310015272,1.476028683495777e-08,136316.62156071758
port1404,444.0,97888504.32067454,0.01134670928798598,0.020587161430772664,1.4760286834957533e-08,136316.62156071758
port1405,317.0,89923665.04060002,0.0020201856299084833,0.1208942601375475,1.4760286834957496e-08,136316.62156071758
port1409,364.0,6037706.341574903,0.0,0.001007263579892499,1.4760286834940524e-08,136316.62156071758
port1425,335.0,21143335.713694073,0.0,0.0024609590334764672,1.4760286834953503e-08,136316.62156071758
port1426,424.0,83142752.68394658,0.0,0.03931244333277452,1.4760286834957385e-08,136316.62156071758
port154,301.0,81114121.8273449,0.016346668722009478,0.05843547227907706,1.4760286834957347e-08,136316.62156071758
port190,272.0,18175224.944656182,0.0,0.0027713005145096857,1.4760286834952848e-08,136316.62156071758
port227,212.0,13226726.372884406,0.001077432335951191,0.002745941580027396,1.4760286834950088e-08,136316.62156071758
port276,203.0,498714130.4519085,0.38540091354579087,0.5329601364761455,1.476028683495847e-08,136316.62156071758
port339,374.0,91103844.96308732,0.0012457811384435646,0.04657591494267984,1.4760286834957483e-08,136316.62156071758
port370,333.0,22686291.023378618,0.0,0.002550856390923974,1.476028683495388e-08,136316.62156071758
port375,359.0,21763881.80183267,0.0005555510482248329,0.0065088575394377166,1.4760286834953567e-08,136316.62156071758
port383,119.0,2387751.476215302,0.0,0.00018120841133428085,1.4760286834912688e-08,136316.62156071758
port398,290.0,107188944.6861315,0.00010100928149542416,0.020859319965315738,1.4760286834957665e-08,136316.62156071758
port437,277.0,9882010.875295551,0.0,0.003689849697960945,1.4760286834947676e-08,136316.62156071758
port442,361.0,18075292.843801904,0.0,0.0030534244656117196,1.4760286834952659e-08,136316.62156071758
port529,276.0,34638087.99442092,0.0019865158694100083,0.008348536173554405,1.476028683495551e-08,136316.62156071758
port534,259.0,13355492.874147557,0.0,0.0022683172683923836,1.4760286834950432e-08,136316.62156071758
port583,383.0,9813386.23131379,0.0,0.0005568268700694487,1.4760286834947461e-08,136316.62156071758
port599,375.0,26435703.760388847,0.0,0.005523573103815472,1.4760286834954532e-08,136316.62156071758
port632,348.0,107445755.40461855,0.1640222382683196,0.08400142099020112,1.4760286834957629e-08,136316.62156071758
port644,443.0,125125816.11192375,0.046060232361913415,0.04526114062980108,1.4760286834957783e-08,136316.62156071758
port679,380.0,48530092.36978974,0.01077432335951191,0.008588093720187758,1.476028683495637e-08,136316.62156071758
port709,272.0,16196508.190254284,0.0,0.003161767766363746,1.4760286834951873e-08,136316.62156071758
port775,301.0,8841826.839735525,0.0,0.001533762167030894,1.4760286834946253e-08,136316.62156071758
port811,326.0,18970336.72468029,0.0,0.0029105268993596693,1.4760286834952848e-08,136316.62156071758
port816,245.0,156570536.8061088,0.0,0.1725757132982975,1.476028683495788e-08,136316.62156071758
port883,313.0,30435691.698646776,0.0,0.0065489635021865195,1.4760286834955061e-08,136316.62156071758
port959,240.0,10084035.17448845,0.0,0.0016764196938826043,1.4760286834947825e-08,136316.62156071758
port162,341.0,34260830.22942723,3.366976049847472e-05,0.0024173633657536284,1.4760286834955385e-08,136316.62156071758
port73,354.0,18291116.847736433,0.0,0.0006744361177643234,1.4760286834952581e-08,136316.62156071758
port805,381.0,17522200.495175473,0.0,0.0006064490184551388,1.4760286834952302e-08,136316.62156071758
port351,349.0,29638223.82876544,0.0,0.0019727951718341023,1.4760286834954841e-08,136316.62156071758
port395,404.0,29949856.283141673,0.0,0.0008730323212702857,1.4760286834954902e-08,136316.62156071758
port592,387.0,25055366.5467437,3.366976049847472e-05,0.0005294909861670078,1.476028683495412e-08,136316.62156071758
port739,364.0,53998077.44129573,0.019090754202635167,0.0032118682903529037,1.4760286834956532e-08,136316.62156071758
port990,273.0,10701900.568132197,0.0,0.0004104788672248407,1.4760286834948311e-08,136316.62156071758
port1128,341.0,44364567.01602777,0.0,0.03098226310037464,1.4760286834956353e-08,136316.62156071758
port1180,334.0,12093487.436218332,0.0,0.004991209631747396,1.4760286834949984e-08,136316.62156071758
port1193,318.0,11547823.227394206,0.0,0.004294400200310025,1.4760286834949244e-08,136316.62156071758
port1305,373.0,41817440.38038346,0.0,0.005559130208468902,1.4760286834956042e-08,136316.62156071758
port1308,366.0,27045095.50741537,0.0,0.015693293216796262,1.476028683495499e-08,136316.62156071758
port1335,223.0,17093798.982957993,0.0,0.01123092961262275,1.4760286834952704e-08,136316.62156071758
port1378,303.0,29206317.358499013,0.0,0.016742916186842635,1.4760286834955145e-08,136316.62156071758
port1416,326.0,49110536.12865411,0.0,0.03976898147894998,1.4760286834956522e-08,136316.62156071758
port1417,352.0,44181802.017517306,0.0,0.012402216697225509,1.4760286834956252e-08,136316.62156071758
port239,351.0,79875146.35141566,0.0008249091322126307,0.058020200381927775,1.476028683495734e-08,136316.62156071758
port439,277.0,8597294.680625109,0.0,0.0012202777362330722,1.4760286834945959e-08,136316.62156071758
port463,271.0,34642161.33346355,0.0,0.030699470231283634,1.476028683495575e-08,136316.62156071758
port465,254.0,27404833.48505583,0.0,0.023228335271703215,1.4760286834954844e-08,136316.62156071758
port466,272.0,3557204.3517407374,0.0,0.001100660522661959,1.4760286834928034e-08,136316.62156071758
port468,275.0,9196203.869322361,0.0,0.0053480773216411275,1.4760286834947001e-08,136316.62156071758
port508,276.0,7098220.666298043,0.0,0.0031966450643008946,1.4760286834943413e-08,136316.62156071758
port528,239.0,15924462.936548619,0.0,0.006211767828090265,1.4760286834952126e-08,136316.62156071758
port548,289.0,44752869.29149734,0.0,0.025576065405102818,1.476028683495634e-08,136316.62156071758
port555,307.0,72793936.99720626,0.01569010839228922,0.05624090949969396,1.4760286834957197e-08,136316.62156071758
port581,386.0,30359924.75907273,0.0,0.006465837387916745,1.4760286834955078e-08,136316.62156071758
port738,242.0,5467144.3835348105,0.0,0.0004286365028455399,1.4760286834938589e-08,136316.62156071758
port752,325.0,45166249.98192013,0.0020201856299084833,0.02437008285194456,1.476028683495634e-08,136316.62156071758
port786,389.0,41697052.9156632,0.0,0.016913458013679186,1.4760286834956146e-08,136316.62156071758
port822,330.0,11067179.301812373,0.0,0.0038407766921347607,1.4760286834948874e-08,136316.62156071758
port846,291.0,39967491.31279231,0.0,0.020465918990440903,1.476028683495607e-08,136316.62156071758
port862,326.0,14737089.196897509,0.0,0.0030630146637553473,1.4760286834951292e-08,136316.62156071758
port981,129.0,95611009.88933577,3.366976049847472e-05,0.08481692101128792,1.4760286834957476e-08,136316.62156071758
port1067,374.0,52873281.92594825,0.001077432335951191,0.008392626523581224,1.476028683495662e-08,136316.62156071758
port1309,273.0,20477506.674801275,0.0,0.0033562185929251536,1.4760286834953633e-08,136316.62156071758
port1338,415.0,90249335.37457605,0.002154864671902382,0.011129291566328336,1.476028683495749e-08,136316.62156071758
port270,329.0,27522084.934223153,0.0,0.004203490519345959,1.4760286834954828e-08,136316.62156071758
port432,354.0,43516034.12531541,0.0,0.007477676588143688,1.4760286834956256e-08,136316.62156071758
port494,393.0,63583451.78933207,0.006228905692217823,0.0031114464588979417,1.4760286834956835e-08,136316.62156071758
port915,263.0,109076063.70134121,0.012356802102940222,0.056904194620157486,1.476028683495749e-08,136316.62156071758
port102,317.0,27162834.14019929,0.0,0.008610229530154643,1.4760286834954734e-08,136316.62156071758
port512,397.0,106909002.18396515,0.022525069773479588,0.015445378044172132,1.4760286834957632e-08,136316.62156071758
port541,445.0,201009726.9759571,0.039326280262218474,0.06878698449031741,1.4760286834958138e-08,136316.62156071758
port72,263.0,3788019.46561968,0.0,0.00010911871442210087,1.4760286834929683e-08,136316.62156071758
port984,228.0,12130886.67841378,0.0,0.0014963533770931507,1.4760286834949673e-08,136316.62156071758
port988,343.0,44479526.596076325,0.0014309648211851757,0.005963506090766899,1.4760286834956198e-08,136316.62156071758
port1179,367.0,16319321.830426855,0.0,0.0022087764753470646,1.4760286834951961e-08,136316.62156071758
port1237,424.0,133698039.89983115,0.004006701499318492,0.03860918744231689,1.476028683495786e-08,136316.62156071758
port1366,180.0,32742138.712271128,0.0032659667683520477,0.007779210857438468,1.476028683495529e-08,136316.62156071758
port1387,123.0,45389658.434599556,0.0,0.057323643379272406,1.4760286834956403e-08,136316.62156071758
port224,321.0,21831136.649300136,0.0,0.003421948019125624,1.4760286834953711e-08,136316.62156071758
port281,292.0,18151840.399397038,0.0,0.0030208360321006774,1.4760286834952707e-08,136316.62156071758
port694,355.0,56532588.41002418,0.0,0.008955087924009605,1.4760286834956775e-08,136316.62156071758
port824,428.0,213461524.01983264,0.07530241935483871,0.026972293232981028,1.4760286834958127e-08,136316.62156071758
port406,63.0,49940227.16239542,0.0,0.06321514871166052,1.4760286834956626e-08,136316.62156071758
port603,302.0,30045983.620459422,0.0,0.005328698751190444,1.4760286834955041e-08,136316.62156071758
port672,276.0,43815173.888075285,0.00021885344324008567,0.009114865132015622,1.476028683495622e-08,136316.62156071758
port701,263.0,40505835.34869548,0.0020201856299084833,0.005562639554737497,1.4760286834955996e-08,136316.62156071758
port929,206.0,4730521.441630578,0.0,0.0002500102276523847,1.4760286834935414e-08,136316.62156071758
port945,257.0,12723723.556571184,0.0,0.002719065365281225,1.4760286834950115e-08,136316.62156071758
port702,393.0,31169475.41846391,0.0,0.0053358767107295375,1.4760286834955107e-08,136316.62156071758
port919,365.0,12024063.731451707,0.0,0.0015958277537906913,1.4760286834949512e-08,136316.62156071758
port965,197.0,5608711.711254526,0.0,0.00032282815591902427,1.476028683493905e-08,136316.62156071758
port1074,272.0,10559747.84619602,0.0,0.0008006946075879222,1.47602868349483e-08,136316.62156071758
port1291,402.0,34405935.701798156,0.0,0.004009950470686265,1.4760286834955496e-08,136316.62156071758
port133,403.0,208824976.12857127,0.04917468520802233,0.2751613685470625,1.4760286834958151e-08,136316.62156071758
port1385,255.0,15028126.546083406,0.0,0.002459078555088426,1.476028683495113e-08,136316.62156071758
port1429,326.0,32086373.127753474,0.0,0.001635312081908412,1.4760286834955179e-08,136316.62156071758
port238,408.0,29819336.691818412,0.0,0.0030254061705417574,1.4760286834955003e-08,136316.62156071758
port269,349.0,8817994.506557545,0.0,0.0010268682784234518,1.4760286834946267e-08,136316.62156071758
port661,218.0,24137192.431878574,0.0014814694619328878,0.0009546375687345733,1.4760286834953853e-08,136316.62156071758
port903,406.0,52665486.07070961,0.01580795255403388,0.012474851637915597,1.4760286834956548e-08,136316.62156071758
port1002,268.0,2610725.7258389955,0.0,9.86959525824415e-05,1.4760286834916867e-08,136316.62156071758
port1012,315.0,10886881.435133563,0.0,0.000595518604391563,1.476028683494851e-08,136316.62156071758
port101,265.0,14412324.60950942,0.0,0.0007071380487344266,1.4760286834950932e-08,136316.62156071758
port1045,400.0,49973846.90356508,0.0020875251509054325,0.002546807124241653,1.4760286834956373e-08,136316.62156071758
port1058,383.0,29987859.809164573,0.0,0.001943853925169278,1.4760286834954912e-08,136316.62156071758
port1059,402.0,35211797.95153799,0.0016161485039267866,0.001580074161560291,1.4760286834955466e-08,136316.62156071758
port1077,367.0,26177865.969168313,0.0,0.0022909977506492605,1.4760286834954484e-08,136316.62156071758
port1103,401.0,17030379.250535328,0.0,0.0015052320203338735,1.4760286834952217e-08,136316.62156071758
port1104,354.0,20438450.905069835,0.0,0.001751173718943156,1.4760286834953256e-08,136316.62156071758
port1108,412.0,43690114.45122527,0.0022558739533978063,0.0021983836101217825,1.476028683495612e-08,136316.62156071758
port1160,467.0,117098091.22183864,0.013164876354903616,0.009264252037493525,1.4760286834957658e-08,136316.62156071758
port1161,355.0,11525888.536452549,0.0,0.00031491495384138615,1.4760286834949049e-08,136316.62156071758
port1328,393.0,48382665.46681456,0.0,0.00580019201527412,1.4760286834956484e-08,136316.62156071758
port1368,411.0,72968741.93311487,0.015403915428052185,0.0067749789173065155,1.4760286834957061e-08,136316.62156071758
port140,390.0,20106345.564114507,0.0,0.0008304896745147429,1.4760286834953104e-08,136316.62156071758
port183,366.0,40487722.83226056,0.02786172681248783,0.001028506540323641,1.476028683495577e-08,136316.62156071758
port184,354.0,14196836.594488546,0.0,0.00044291088798148964,1.476028683495086e-08,136316.62156071758
port218,347.0,17027641.359977875,0.0,0.0007952865287924737,1.4760286834952126e-08,136316.62156071758
port231,345.0,18121217.013702776,0.0,0.0009553186078660829,1.4760286834952551e-08,136316.62156071758
port263,341.0,16910662.242871203,0.0,0.001490170716210322,1.4760286834952264e-08,136316.62156071758
port284,427.0,12669165.749225257,0.0,0.0009963566226444353,1.4760286834950004e-08,136316.62156071758
port422,419.0,109816098.76466349,0.16873600473810607,0.008177634479590563,1.476028683495758e-08,136316.62156071758
port505,343.0,7445799.544958943,0.0,0.0004093902862376409,1.47602868349439e-08,136316.62156071758
port506,440.0,183492455.34349918,0.10972974946452911,0.019458801514411476,1.476028683495797e-08,136316.62156071758
port572,212.0,12876311.205342107,0.0,0.0002757270979794781,1.4760286834949718e-08,136316.62156071758
port693,349.0,11688739.619698128,0.0,0.0020254513031879805,1.4760286834949276e-08,136316.62156071758
port700,255.0,7652047.767345608,0.0,0.00034363120182556587,1.476028683494427e-08,136316.62156071758
port728,311.0,18791852.427142836,0.0,0.0006051452237752557,1.4760286834952633e-08,136316.62156071758
port764,405.0,17642677.79013607,0.0,0.0013734617345683927,1.4760286834952409e-08,136316.62156071758
port885,412.0,34721610.336843014,3.366976049847472e-05,0.0010306490521432676,1.4760286834955379e-08,136316.62156071758
port89,403.0,13103382.38977312,0.0,0.0009053265702278879,1.4760286834950244e-08,136316.62156071758
port92,313.0,6934787.407691392,0.0,0.0005977592556873586,1.4760286834942868e-08,136316.62156071758
port951,290.0,7904740.429087365,0.0,0.00027384497612780784,1.4760286834944705e-08,136316.62156071758
port989,164.0,2953680.4482821575,0.0,7.155595341125203e-05,1.476028683492158e-08,136316.62156071758
port1037,253.0,7726768.485535614,0.0,0.000451150594940316,1.4760286834944394e-08,136316.62156071758
port1331,369.0,23397555.844264183,0.0,0.0029912882745012194,1.4760286834953984e-08,136316.62156071758
port207,340.0,21915551.91297583,0.0,0.0014905029498912682,1.4760286834953653e-08,136316.62156071758
port235,409.0,18158476.667607028,0.0,0.0014225806555182823,1.4760286834952623e-08,136316.62156071758
port241,420.0,25777297.288919453,0.0,0.0025811731518510465,1.4760286834954406e-08,136316.62156071758
port290,232.0,29530730.93589927,0.0059932173687285,0.00195848262153766,1.4760286834954808e-08,136316.62156071758
port31,387.0,29764938.49418999,0.003703673654832219,0.0008368729317866447,1.4760286834954858e-08,136316.62156071758
port332,78.0,1971319.0655353814,0.0,1.917898998376388e-05,1.4760286834903108e-08,136316.62156071758
port527,379.0,29391618.482380886,0.0006397254494710197,0.001029375996078001,1.4760286834954834e-08,136316.62156071758
port635,373.0,24512278.883215684,0.0,0.0008215083628736642,1.4760286834954075e-08,136316.62156071758
port815,442.0,104712525.12327029,0.00363633413383527,0.005458234082209536,1.4760286834957554e-08,136316.62156071758
port88,331.0,13008767.345834766,0.0,0.0005534697199827312,1.4760286834950136e-08,136316.62156071758
port1064,329.0,23475235.179745886,0.0,0.0027922526366562176,1.4760286834954006e-08,136316.62156071758
port1170,431.0,48219050.34454178,0.0,0.0023612393844308433,1.4760286834956333e-08,136316.62156071758
port901,377.0,27974858.104041133,0.0,0.0015122554066554798,1.476028683495469e-08,136316.62156071758
port1005,378.0,20344539.555814546,0.0,0.0007830634119491298,1.4760286834953185e-08,136316.62156071758
port1027,295.0,19486956.22532575,0.0,0.0007123077632163151,1.4760286834952886e-08,136316.62156071758
port1153,309.0,3166856.3457881236,0.0,9.246063757431411e-05,1.476028683492415e-08,136316.62156071758
port1184,263.0,5043597.956294511,0.0,0.00011571149376270542,1.4760286834936835e-08,136316.62156071758
port1284,338.0,16445073.959741471,0.0,0.000346530983455647,1.4760286834951812e-08,136316.62156071758
port1318,349.0,21441319.018796787,0.0,0.0011662856666230844,1.4760286834953418e-08,136316.62156071758
port1363,188.0,1878074.772634718,0.0,4.324529254021626e-05,1.4760286834900611e-08,136316.62156071758
port1370,375.0,13710025.457787681,0.0,0.0007856325910933667,1.4760286834950568e-08,136316.62156071758
port219,333.0,32793122.71132415,0.0,0.0011864001742987323,1.4760286834955217e-08,136316.62156071758
port310,374.0,37425616.154032625,0.0,0.002156111590298276,1.4760286834955648e-08,136316.62156071758
port381,374.0,26143522.466855153,0.0,0.0008612321849743564,1.4760286834954325e-08,136316.62156071758
port387,424.0,31374251.87556393,0.0,0.001150319821932842,1.4760286834955084e-08,136316.62156071758
port393,353.0,46587240.89768117,0.0,0.002132350423525372,1.4760286834956184e-08,136316.62156071758
port426,352.0,17681450.796892215,0.0,0.0006322971947780714,1.4760286834952348e-08,136316.62156071758
port446,460.0,103883283.09561777,0.006582438177451808,0.0032740800556742768,1.476028683495746e-08,136316.62156071758
port45,411.0,96985918.69682923,0.0018855065879145843,0.004635765071113342,1.4760286834957392e-08,136316.62156071758
port622,404.0,29371034.362259,0.0022222041928993317,0.0009370680718090444,1.4760286834954815e-08,136316.62156071758
port655,379.0,12600641.079785679,0.0,0.000394867278383816,1.476028683494986e-08,136316.62156071758
port659,357.0,16498990.296714567,0.0,0.00033405745323544106,1.476028683495186e-08,136316.62156071758
port795,380.0,14282471.07802189,0.0,0.0005439230633697148,1.4760286834950895e-08,136316.62156071758
port976,329.0,7966424.719079651,0.0,0.00015767347874865958,1.4760286834944764e-08,136316.62156071758
port986,362.0,24190394.47361871,0.0,0.0007262609854222434,1.4760286834953984e-08,136316.62156071758
port999,289.0,5923238.560131693,0.0,0.00016116708474360055,1.4760286834940053e-08,136316.62156071758
port1397,106.0,4672886.670452954,0.0,0.00016046518246364585,1.4760286834934962e-08,136316.62156071758
port51,272.0,12557393.120607711,0.0,0.00032720133716806224,1.476028683494975e-08,136316.62156071758
port873,335.0,8432660.353188341,0.0,0.0003643938778446067,1.4760286834945621e-08,136316.62156071758
port917,232.0,22000582.2842654,0.0,0.00034702732123745577,1.4760286834953471e-08,136316.62156071758
port921,211.0,6600250.203414876,0.0,0.00012768479020387313,1.4760286834941871e-08,136316.62156071758
port1047,408.0,28653842.03043649,0.0,0.0013773006970743277,1.4760286834954743e-08,136316.62156071758
port114,312.0,20673193.06074454,0.0,0.003935117948845357,1.4760286834953432e-08,136316.62156071758
port1200,321.0,7884606.57282246,0.0,0.000202337839041593,1.476028683494464e-08,136316.62156071758
port1267,333.0,10369191.069091704,0.0,0.003197387664612334,1.4760286834948179e-08,136316.62156071758
port1270,260.0,14405165.042255953,0.0,0.003973256267390289,1.476028683495115e-08,136316.62156071758
port1278,368.0,21372019.3463336,0.0,0.0022576763756073114,1.4760286834953566e-08,136316.62156071758
port1281,350.0,15912478.888591697,0.0,0.004929418089243138,1.476028683495186e-08,136316.62156071758
port1336,381.0,27457514.163593084,0.0,0.008485685229501948,1.4760286834954773e-08,136316.62156071758
port139,352.0,10924931.560989775,0.0,0.003401304368084479,1.4760286834948698e-08,136316.62156071758
port309,332.0,64949381.07200955,0.0,0.02872096636100454,1.4760286834957041e-08,136316.62156071758
port41,357.0,14666636.18987134,0.0,0.004018998572757067,1.4760286834951286e-08,136316.62156071758
port420,249.0,13402864.230021076,0.0,0.004269278555870818,1.476028683495062e-08,136316.62156071758
port496,279.0,13775209.068503961,0.0,0.0050160896599985615,1.4760286834950854e-08,136316.62156071758
