node,degree,strength,betweenness,eigenvector,cf_closeness,Kbar,delta_conn_pairs,delta_eff,delta_aspl
port1348,414.0,37314821.35473349,0.0007070649704679691,0.001059850286374087,1.4760286834955614e-08,136316.62156071758,0.0,-246.82905796950217,5.430930790976044e-10
port514,434.0,114875881.6368935,0.0020201856299084833,0.029346807790226838,1.4760286834957723e-08,136316.62156071758,0.0,1640.1056007951265,2.18989839365067e-09
port711,238.0,20512485.39254736,0.010100928149542415,0.0009457098120393463,1.4760286834953159e-08,136316.62156071758,0.0,301.2868466452928,1.591482263156334e-09
port518,437.0,44888290.14597684,0.0011447718569481404,0.003168240396756972,1.4760286834956181e-08,136316.62156071758,0.0,6698.131018289481,1.7999695081576824e-08
port1197,421.0,42307156.13566419,0.0,0.006010762616389432,1.4760286834956113e-08,136316.62156071758,0.0,475.5690671628108,1.2269457633447163e-09
port1062,429.0,33183887.75789947,0.0,0.0047002506732573305,1.4760286834955399e-08,136316.62156071758,0.0,-40.09910062060226,8.078422925553586e-10
port1269,414.0,59951824.418574125,0.0,0.011216663789957261,1.4760286834956873e-08,136316.62156071758,0.0,1285.1519065889297,1.6151068744944624e-09
port1216,384.0,29076206.119577732,0.0,0.0008307699659157559,1.4760286834954757e-08,136316.62156071758,0.0,-361.70156167750247,4.167631207205752e-10
port1424,375.0,15534148.28543028,0.0020201856299084833,0.000459329475167075,1.4760286834951474e-08,136316.62156071758,0.0,-959.475031193113,6.22952238459974e-09
port168,434.0,59293124.93479942,0.0033838109300967094,0.0015222617409732192,1.4760286834956646e-08,136316.62156071758,0.0,788.5770455207676,1.4637656870964644e-09
port343,387.0,23972951.320416614,0.0,0.0008102017483868082,1.476028683495399e-08,136316.62156071758,0.0,-424.81862751662266,2.498815358095479e-10
port57,470.0,292007721.3286065,0.21126091224767962,0.010605455014402179,1.4760286834958133e-08,136316.62156071758,0.0,72088.10373341793,1.9731928718804277e-07
port760,246.0,64795451.6394889,0.014595841176088791,0.002085297525191814,1.4760286834956768e-08,136316.62156071758,0.0,1774.9549809406744,2.0658213808424766e-09
port985,433.0,43070296.60379914,0.0,0.0015716547112745456,1.4760286834956022e-08,136316.62156071758,0.0,247.00549495324958,9.673659838867488e-10
port1081,393.0,31115237.317367263,0.0,0.0020875520350408156,1.4760286834955165e-08,136316.62156071758,0.0,-675.3450974194566,-2.1625301116685687e-10
port1341,342.0,24217189.77220088,0.0022727088336470438,0.0013777242600054992,1.4760286834954055e-08,136316.62156071758,0.0,136.18967281584628,1.0791572476992937e-09
port1342,376.0,77843855.07109903,0.0017508275459206853,0.00570424254049106,1.476028683495725e-08,136316.62156071758,0.0,577.9965506350854,1.9277065215584806e-09
port25,288.0,19579684.387436587,0.001969680989160771,0.0006220226636074468,1.4760286834952902e-08,136316.62156071758,0.0,-87.33963381615467,1.0354185311983064e-09
port275,399.0,31077090.718425933,6.733952099694944e-05,0.0021147637729812545,1.4760286834954983e-08,136316.62156071758,0.0,103.51286232925486,9.371521474292071e-10
port5,408.0,29971796.013655275,0.0,0.005823087034985303,1.4760286834955045e-08,136316.62156071758,0.0,448.44611695513595,1.2202250915152157e-09
port111,446.0,85448519.86573255,0.0020201856299084833,0.010644233723421128,1.4760286834957385e-08,136316.62156071758,0.0,934.9553958951728,3.2012152023084088e-09
port744,455.0,87930390.55220562,0.00210436003115467,0.008578250505896164,1.4760286834957399e-08,136316.62156071758,0.0,854.9585914604831,2.9011298420318252e-09
port776,451.0,60757098.721654214,0.0021211949114039075,0.0038474461618892134,1.4760286834956838e-08,136316.62156071758,0.0,312.799099981552,2.381301754926803e-09
port1069,442.0,214292427.77760348,0.06590855617576427,0.03444490994891487,1.4760286834958094e-08,136316.62156071758,0.0,6352.136892593815,8.071862915557248e-09
port1071,394.0,32232923.7029128,0.0,0.0039958199857575635,1.4760286834955236e-08,136316.62156071758,0.0,695.6086755287834,1.3532084127400828e-09
port1105,407.0,109333761.99180786,0.009158174855585123,0.036883567803970174,1.4760286834957672e-08,136316.62156071758,0.0,1815.8876260800753,2.444620493153002e-09
port1195,321.0,78424250.98570591,0.012289462581943272,0.015734872936561464,1.4760286834957227e-08,136316.62156071758,0.0,3350.9557051559677,3.479902223758355e-09
port1266,343.0,74261664.96071996,0.006649777698448757,0.01405621083205782,1.4760286834957172e-08,136316.62156071758,0.0,1882.4851115279598,1.786640016829227e-09
port1367,400.0,39752212.391803004,0.0,0.00556341362398162,1.4760286834955915e-08,136316.62156071758,0.0,972.5456059455173,1.4810921793034561e-09
port1405,317.0,89923665.04060002,0.0020201856299084833,0.1208942601375475,1.4760286834957496e-08,136316.62156071758,0.0,2646.7104593422264,2.069026217317981e-09
port1426,424.0,83142752.68394658,0.0,0.03931244333277452,1.4760286834957385e-08,136316.62156071758,0.0,1686.9244289656635,1.6994765269846455e-09
port227,212.0,13226726.372884406,0.001077432335951191,0.002745941580027396,1.4760286834950088e-08,136316.62156071758,0.0,-238.27856145601254,6.309403828182824e-10
port276,203.0,498714130.4519085,0.38540091354579087,0.5329601364761455,1.476028683495847e-08,136316.62156071758,0.0,26549.429930329672,1.9450443980139408e-08
port339,374.0,91103844.96308732,0.0012457811384435646,0.04657591494267984,1.4760286834957483e-08,136316.62156071758,0.0,1787.4507207856514,1.6983300135305033e-09
port375,359.0,21763881.80183267,0.0005555510482248329,0.0065088575394377166,1.4760286834953567e-08,136316.62156071758,0.0,352.14756278158166,1.1696563282741032e-09
port529,276.0,34638087.99442092,0.0019865158694100083,0.008348536173554405,1.476028683495551e-08,136316.62156071758,0.0,1124.5555012932746,1.9858245346115933e-09
port583,383.0,9813386.23131379,0.0,0.0005568268700694487,1.4760286834947461e-08,136316.62156071758,0.0,-1446.6563036643201,-5.188390289624909e-09
port632,348.0,107445755.40461855,0.1640222382683196,0.08400142099020112,1.4760286834957629e-08,136316.62156071758,0.0,13160.746055432246,8.011107358829543e-09
port644,443.0,125125816.11192375,0.046060232361913415,0.04526114062980108,1.4760286834957783e-08,136316.62156071758,0.0,2867.812334522838,4.35661934248844e-09
port679,380.0,48530092.36978974,0.01077432335951191,0.008588093720187758,1.476028683495637e-08,136316.62156071758,0.0,1596.6466696942225,3.353845624018501e-09
port805,381.0,17522200.495175473,0.0,0.0006064490184551388,1.4760286834952302e-08,136316.62156071758,0.0,-378.89165700855665,3.7760391175239977e-10
port592,387.0,25055366.5467437,3.366976049847472e-05,0.0005294909861670078,1.476028683495412e-08,136316.62156071758,0.0,-784.920861081453,-5.138855562426258e-10
port739,364.0,53998077.44129573,0.019090754202635167,0.0032118682903529037,1.4760286834956532e-08,136316.62156071758,0.0,1353.2630978776142,3.3777538889175845e-09
port239,351.0,79875146.35141566,0.0008249091322126307,0.058020200381927775,1.476028683495734e-08,136316.62156071758,0.0,2335.0397101975977,1.7720524903579356e-09
port555,307.0,72793936.99720626,0.01569010839228922,0.05624090949969396,1.4760286834957197e-08,136316.62156071758,0.0,3039.011040551006,2.3437356033268537e-09
port581,386.0,30359924.75907273,0.0,0.006465837387916745,1.4760286834955078e-08,136316.62156071758,0.0,-316.80749236932024,4.5001360450208443e-10
port752,325.0,45166249.98192013,0.0020201856299084833,0.02437008285194456,1.476028683495634e-08,136316.62156071758,0.0,1715.049191945116,2.0833116680272207e-09
port786,389.0,41697052.9156632,0.0,0.016913458013679186,1.4760286834956146e-08,136316.62156071758,0.0,970.7336940108798,1.4084120122365762e-09
port1338,415.0,90249335.37457605,0.002154864671902382,0.011129291566328336,1.476028683495749e-08,136316.62156071758,0.0,693.8062242947053,2.3322457529120616e-09
port494,393.0,63583451.78933207,0.006228905692217823,0.0031114464588979417,1.4760286834956835e-08,136316.62156071758,0.0,484.373776974855,3.1492318352242374e-09
port915,263.0,109076063.70134121,0.012356802102940222,0.056904194620157486,1.476028683495749e-08,136316.62156071758,0.0,3051.657938024262,2.6187994694289323e-09
port988,343.0,44479526.596076325,0.0014309648211851757,0.005963506090766899,1.4760286834956198e-08,136316.62156071758,0.0,1106.7699072491378,1.7970505369827e-09
port1237,424.0,133698039.89983115,0.004006701499318492,0.03860918744231689,1.476028683495786e-08,136316.62156071758,0.0,2242.528576042736,3.1366185005944345e-09
port1366,180.0,32742138.712271128,0.0032659667683520477,0.007779210857438468,1.476028683495529e-08,136316.62156071758,0.0,1337.908407595707,1.9682956816089144e-09
port824,428.0,213461524.01983264,0.07530241935483871,0.026972293232981028,1.4760286834958127e-08,136316.62156071758,0.0,5804.793579615187,7.281491000012075e-09
port701,263.0,40505835.34869548,0.0020201856299084833,0.005562639554737497,1.4760286834955996e-08,136316.62156071758,0.0,780.3264043288073,3.57305362505254e-09
port1291,402.0,34405935.701798156,0.0,0.004009950470686265,1.4760286834955496e-08,136316.62156071758,0.0,320.59089494973887,1.1226654757587447e-09
port133,403.0,208824976.12857127,0.04917468520802233,0.2751613685470625,1.4760286834958151e-08,136316.62156071758,0.0,7960.380210270174,7.032659749021165e-09
port238,408.0,29819336.691818412,0.0,0.0030254061705417574,1.4760286834955003e-08,136316.62156071758,0.0,-649.9499303844059,-1.5742641913768667e-10
port661,218.0,24137192.431878574,0.0014814694619328878,0.0009546375687345733,1.4760286834953853e-08,136316.62156071758,0.0,300.05603167170193,1.2950025130630696e-09
port903,406.0,52665486.07070961,0.01580795255403388,0.012474851637915597,1.4760286834956548e-08,136316.62156071758,0.0,1783.4681618105387,2.7817556277704115e-09
port1045,400.0,49973846.90356508,0.0020875251509054325,0.002546807124241653,1.4760286834956373e-08,136316.62156071758,0.0,380.12750582548324,1.4047458538285402e-09
port1059,402.0,35211797.95153799,0.0016161485039267866,0.001580074161560291,1.4760286834955466e-08,136316.62156071758,0.0,-263.67099292378407,1.1406959150552008e-09
port1103,401.0,17030379.250535328,0.0,0.0015052320203338735,1.4760286834952217e-08,136316.62156071758,0.0,-717.4628183140885,-3.2238075584635304e-10
port1108,412.0,43690114.45122527,0.0022558739533978063,0.0021983836101217825,1.476028683495612e-08,136316.62156071758,0.0,-204.36522052588407,1.1993825687874605e-09
port1160,467.0,117098091.22183864,0.013164876354903616,0.009264252037493525,1.4760286834957658e-08,136316.62156071758,0.0,1771.9554003353696,6.45047075647408e-09
port1368,411.0,72968741.93311487,0.015403915428052185,0.0067749789173065155,1.4760286834957061e-08,136316.62156071758,0.0,507.39814382768236,2.011356439583681e-09
port140,390.0,20106345.564114507,0.0,0.0008304896745147429,1.4760286834953104e-08,136316.62156071758,0.0,-999.9803746202961,-1.2819571960161037e-09
port183,366.0,40487722.83226056,0.02786172681248783,0.001028506540323641,1.476028683495577e-08,136316.62156071758,0.0,1160.3398521718336,1.556231108115855e-08
port284,427.0,12669165.749225257,0.0,0.0009963566226444353,1.4760286834950004e-08,136316.62156071758,0.0,-1152.1242404737277,-2.121875247637911e-09
port506,440.0,183492455.34349918,0.10972974946452911,0.019458801514411476,1.476028683495797e-08,136316.62156071758,0.0,13018.34077602881,2.420653999471168e-08
port885,412.0,34721610.336843014,3.366976049847472e-05,0.0010306490521432676,1.4760286834955379e-08,136316.62156071758,0.0,-291.93497807357926,4.685628542540372e-10
port235,409.0,18158476.667607028,0.0,0.0014225806555182823,1.4760286834952623e-08,136316.62156071758,0.0,-670.768403453636,-2.0563432774279357e-10
port241,420.0,25777297.288919453,0.0,0.0025811731518510465,1.4760286834954406e-08,136316.62156071758,0.0,-424.2536011408083,2.9356042813995785e-10
port31,387.0,29764938.49418999,0.003703673654832219,0.0008368729317866447,1.4760286834954858e-08,136316.62156071758,0.0,213.40153952653054,1.186108798676567e-09
port527,379.0,29391618.482380886,0.0006397254494710197,0.001029375996078001,1.4760286834954834e-08,136316.62156071758,0.0,-100.7217299825279,7.935106160682612e-10
port815,442.0,104712525.12327029,0.00363633413383527,0.005458234082209536,1.4760286834957554e-08,136316.62156071758,0.0,563.0908645173768,1.918128376212905e-09
port1170,431.0,48219050.34454178,0.0,0.0023612393844308433,1.4760286834956333e-08,136316.62156071758,0.0,92.02949862880632,8.992790998470724e-10
port387,424.0,31374251.87556393,0.0,0.001150319821932842,1.4760286834955084e-08,136316.62156071758,0.0,-383.14745515491813,2.94764132464817e-10
port446,460.0,103883283.09561777,0.006582438177451808,0.0032740800556742768,1.476028683495746e-08,136316.62156071758,0.0,36669.581976372865,3.925578295788404e-08
port45,411.0,96985918.69682923,0.0018855065879145843,0.004635765071113342,1.4760286834957392e-08,136316.62156071758,0.0,1768.5884598335251,1.6986309423282057e-09
port622,404.0,29371034.362259,0.0022222041928993317,0.0009370680718090444,1.4760286834954815e-08,136316.62156071758,0.0,-407.95677741395775,6.66694385606181e-10
port795,380.0,14282471.07802189,0.0,0.0005439230633697148,1.4760286834950895e-08,136316.62156071758,0.0,-998.1116566347191,-1.2948851969735604e-09
port1047,408.0,28653842.03043649,0.0,0.0013773006970743277,1.4760286834954743e-08,136316.62156071758,0.0,-50.456263787462376,7.035470741527603e-10
port1336,381.0,27457514.163593084,0.0,0.008485685229501948,1.4760286834954773e-08,136316.62156071758,0.0,27.436846371507272,8.443318501591743e-10
port664,362.0,98886495.07654257,0.048888492243785296,0.008597349567716218,1.4760286834957445e-08,136316.62156071758,0.0,6430.090630980791,1.0505741563281266e-08
port103,392.0,37776431.26035372,0.0,0.0013888554613277146,1.4760286834955665e-08,136316.62156071758,0.0,276.0498279093299,9.68960543665901e-10
port1350,440.0,96091513.50507677,0.0057743639254884144,0.0066224531958156635,1.4760286834957476e-08,136316.62156071758,0.0,985.725815741811,3.953928643180109e-09
port481,454.0,155989920.7392204,0.12728852956448367,0.00845720469884848,1.476028683495788e-08,136316.62156071758,0.0,7596.592941618874,1.7946501127941876e-08
port754,378.0,35367280.70522634,0.0015319741026805997,0.0028090950998624674,1.4760286834955465e-08,136316.62156071758,0.0,643.8943850466749,1.4683635128608904e-09
port766,385.0,19022754.412912767,0.0,0.000514914618754716,1.4760286834952795e-08,136316.62156071758,0.0,-613.2802670153324,-5.5119974712090797e-11
port812,437.0,114651116.75659072,0.028669801064451224,0.0053841849114860596,1.476028683495761e-08,136316.62156071758,0.0,3666.1915733378846,1.127736817484249e-08
port826,391.0,23356847.228247814,1.683488024923736e-05,0.0007418715584343758,1.4760286834953873e-08,136316.62156071758,0.0,-304.4049002911197,4.0859232106854295e-10
port4,349.0,22234478.991182733,0.0024747273966378917,0.0010730370404862157,1.47602868349536e-08,136316.62156071758,0.0,-242.5342225348577,1.260781361076196e-09
port443,433.0,31799263.652709596,0.0,0.0020117410353757918,1.4760286834955205e-08,136316.62156071758,0.0,-224.17915491526946,5.904542690336913e-10
port47,246.0,57648967.8271265,0.006834961381190368,0.0015540516234076587,1.476028683495639e-08,136316.62156071758,0.0,2646.8131770357722,4.292094945382386e-09
port1095,356.0,75190533.41264363,0.014680015577334978,0.0017898636901937924,1.4760286834956892e-08,136316.62156071758,0.0,2284.387323263334,4.415299294911279e-09
port1297,448.0,118361704.64707784,0.0,0.031657373453150235,1.4760286834957743e-08,136316.62156071758,0.0,1339.1171462490456,1.6028406990451143e-09
port273,413.0,57772824.82975211,0.0,0.003924201877411701,1.476028683495673e-08,136316.62156071758,0.0,844.0362491024425,1.464329663665979e-09
port792,387.0,69541420.65719609,0.001969680989160771,0.04639697177806276,1.4760286834957182e-08,136316.62156071758,0.0,1620.4663454493275,1.9754613775731626e-09
port192,383.0,13093907.838015283,0.0,0.0006679055943106262,1.4760286834950237e-08,136316.62156071758,0.0,-1345.029782933998,-3.8185809528834e-09
port23,419.0,56656854.085235,0.0005555510482248329,0.0025013680868439807,1.4760286834956643e-08,136316.62156071758,0.0,129.1734627474798,1.0485944008233571e-09
port274,418.0,46320193.98539524,0.0020201856299084833,0.0025339395200138087,1.4760286834956237e-08,136316.62156071758,0.0,1.3073562661884353,6.578338044589988e-09
port735,430.0,17907544.7744443,0.0,0.0008055923467909143,1.4760286834952494e-08,136316.62156071758,0.0,-840.1669586536009,-6.851288654026536e-10
port1057,349.0,19487941.420221344,0.001969680989160771,0.000608692993298082,1.4760286834952879e-08,136316.62156071758,0.0,-174.9958489119308,1.2112722730358865e-09
port1260,229.0,21719376.727938376,0.01742410105796067,0.00039218297651268173,1.476028683495334e-08,136316.62156071758,0.0,-44.08381840935908,1.7696632250237162e-09
port262,339.0,29198423.48785068,0.012946022911663529,0.00046821509905568603,1.4760286834954613e-08,136316.62156071758,0.0,554.4790541416733,1.4931218279506063e-09
port181,231.0,17594701.313898087,0.002895599402868826,0.0026070808467317484,1.4760286834952288e-08,136316.62156071758,0.0,569.6058631557971,1.6505351761038143e-09
port220,396.0,41783062.225978844,0.0012121113779450898,0.0018791042403883433,1.4760286834955964e-08,136316.62156071758,0.0,231.62704016687348,1.218020568081305e-09
port319,351.0,33843095.021342136,0.003400645810345947,0.001633088122207303,1.4760286834955273e-08,136316.62156071758,0.0,1102.9339566660346,3.56221952014802e-09
port699,420.0,59539874.49873398,0.005976382488479263,0.002736062652329001,1.4760286834956747e-08,136316.62156071758,0.0,552.9588135803351,1.438013869015183e-09
port408,394.0,33664866.31643703,0.0,0.0006928536491213923,1.4760286834955233e-08,136316.62156071758,0.0,-119.43702823878266,6.206652335758387e-10
port813,247.0,15280763.450222868,0.010336616473031739,0.004597539892601496,1.4760286834951465e-08,136316.62156071758,0.0,881.3067424357869,9.763841453393985e-09
port1150,438.0,41268448.39905838,0.0019865158694100083,0.0009267377873783807,1.476028683495584e-08,136316.62156071758,0.0,93.4013091159286,1.2496768504361972e-09
port833,462.0,186159068.97447935,0.10515066203673655,0.01650913702983412,1.4760286834957993e-08,136316.62156071758,0.0,27267.084654282662,5.285073551524979e-08
port1217,320.0,166463101.25902918,0.0626762591679107,0.04915797413526147,1.4760286834957918e-08,136316.62156071758,0.0,37007.011743122595,6.82224113245101e-08
port782,385.0,34437506.06095942,0.0,0.002060309083582891,1.4760286834955415e-08,136316.62156071758,0.0,261.3394807118457,1.0825138955165481e-09
port626,390.0,32605153.602098286,0.0,0.0014162734976032741,1.4760286834955223e-08,136316.62156071758,0.0,-338.1623435552465,3.7827249430872043e-10
port579,414.0,30549547.447087035,1.683488024923736e-05,0.000945516364347301,1.4760286834954906e-08,136316.62156071758,0.0,-242.73121983057354,4.017300369689176e-10
port1072,444.0,70328673.06723124,0.004242389822807815,0.009116827341817693,1.4760286834956997e-08,136316.62156071758,0.0,1291.2313305138377,5.547930607919148e-09
port1369,392.0,15830673.308948241,0.0,0.0013488822758226408,1.4760286834951678e-08,136316.62156071758,0.0,-271.9625265103532,5.434504623551559e-10
port1415,389.0,16323008.235605719,0.0,0.004706933458087984,1.4760286834951931e-08,136316.62156071758,0.0,402.6402122650761,1.194316105150682e-09
port521,418.0,33384230.62633812,0.0009595881742065296,0.005811699636307582,1.4760286834955392e-08,136316.62156071758,0.0,700.2694513910683,1.3692907848733123e-09
port258,290.0,13157108.218043739,0.0005050464074771208,0.0005199169252423642,1.476028683495021e-08,136316.62156071758,0.0,-1303.7401631836547,-3.283668053558401e-09
port311,466.0,107142044.49003345,0.009747395664308432,0.0191018898287776,1.4760286834957597e-08,136316.62156071758,0.0,1653.9057359050494,5.017167255126186e-09
port1255,259.0,21469364.838048905,0.001498304342182125,0.00234758903528639,1.4760286834953139e-08,136316.62156071758,0.0,-63.9899142292561,9.902457877088239e-10
port740,300.0,93024875.78578265,0.03404012786395794,0.002635555839478171,1.4760286834957223e-08,136316.62156071758,0.0,5446.988926021964,8.188618076420992e-09
port570,393.0,72172967.75687616,0.009595881742065295,0.007374294753865692,1.4760286834957126e-08,136316.62156071758,0.0,31597.939121216885,3.432761286802034e-08
port743,392.0,65695061.60782909,0.006262575452716298,0.0038312160451462345,1.476028683495696e-08,136316.62156071758,0.0,1222.2974877406377,3.1329743350485317e-09
port948,443.0,44385413.74318923,0.0,0.011194176559427149,1.4760286834956201e-08,136316.62156071758,0.0,604.83547844633,1.2579507294631076e-09
port843,451.0,63329523.45287186,1.683488024923736e-05,0.0037291979115353924,1.4760286834956853e-08,136316.62156071758,0.0,570.375506369397,1.2928938598193788e-09
port1165,270.0,15140265.27691153,0.002003350749659246,0.0006270837164968086,1.4760286834951322e-08,136316.62156071758,0.0,-380.33530439669266,1.8516235663735478e-09
port1099,375.0,53241122.325159796,0.005134638476017395,0.016794307476672144,1.4760286834956593e-08,136316.62156071758,0.0,1189.70176253526,2.3847124310328243e-09
port1133,329.0,52224966.90294766,0.014275978451353281,0.020635456881203353,1.4760286834956606e-08,136316.62156071758,0.0,3356.004405364045,3.788843802693255e-09
port674,84.0,101900296.28105058,0.0376259573570455,0.016792956649179652,1.4760286834957476e-08,136316.62156071758,0.0,8597.404187059496,1.3146365041767702e-08
port706,297.0,27604793.650467046,0.001969680989160771,0.0009391587106541328,1.4760286834954575e-08,136316.62156071758,0.0,236.9097222625278,9.84601490301647e-10
port1357,261.0,28061503.28591839,0.0007407347309664439,0.0005989145873251108,1.4760286834954257e-08,136316.62156071758,0.0,234.36928027530666,1.0045848094680695e-09
port1214,269.0,18656920.057578016,0.0020201856299084833,0.0007794896723374982,1.4760286834952527e-08,136316.62156071758,0.0,432.72608597250655,1.5878180198775097e-09
port933,298.0,40422976.67533146,0.0028787645226195885,0.0013210590369247968,1.4760286834955691e-08,136316.62156071758,0.0,1447.0455024664989,3.3825612213703603e-09
port1070,380.0,108317411.13823527,0.21851674563510093,0.08057486617925529,1.4760286834957597e-08,136316.62156071758,0.0,13593.086250811582,1.4806603452497465e-08
port24,367.0,33443091.7704877,0.005403996560005193,0.0028017975002573555,1.4760286834955385e-08,136316.62156071758,0.0,131.097703333362,1.1021005594941379e-09
port526,340.0,358500304.73615783,0.2585164211072889,0.06779371500348219,1.4760286834958314e-08,136316.62156071758,0.0,25271.786331717973,2.390158684534749e-08
port1203,323.0,46559604.99683852,0.028030075614980204,0.0033509879974689145,1.4760286834956143e-08,136316.62156071758,0.0,1328.609205545974,4.902228909680818e-08
port517,298.0,341291932.8297589,0.23050318037255793,0.46527477124563077,1.4760286834958451e-08,136316.62156071758,0.0,18428.005430131103,1.679305882974713e-08
port277,272.0,24656652.58213973,0.0009595881742065296,0.0006038388182690942,1.476028683495299e-08,136316.62156071758,0.0,-584.9250698059332,7.74350051666869e-14
port155,223.0,58951019.29371294,0.0071043194651781655,0.002328155321882838,1.476028683495664e-08,136316.62156071758,0.0,1967.885841474519,4.015011996591662e-09
